time (UTC),latitude,longitude,depth,event_number,ntra_a,ntra_b,ntra_c,slca_a,slca_b,slca_c,phos_a,phos_b,phos_c,amon_a,amon_b,amon_c
2016-07-28 20:15:00,41.325,-70.565,0.0,MVCO_365,0.000,0.000,NaN,2.630,2.438,NaN,0.366,0.360,NaN,1.036,0.886,NaN
2016-08-09 18:00:00,41.325,-70.565,2.0,MVCO_366,0.000,0.000,NaN,0.064,0.091,NaN,0.410,0.401,NaN,0.591,0.667,NaN
2016-08-09 18:00:00,41.325,-70.565,6.0,MVCO_366,0.000,0.000,NaN,0.496,0.491,NaN,0.425,0.425,NaN,0.809,0.836,NaN
2016-08-09 18:00:00,41.325,-70.565,13.0,MVCO_366,0.000,0.000,NaN,1.016,1.011,NaN,0.459,0.463,NaN,0.753,0.801,NaN
2016-08-09 18:00:00,41.325,-70.565,10.0,MVCO_366,0.000,0.000,NaN,0.579,0.600,NaN,0.428,0.427,NaN,0.809,0.834,NaN
2016-08-19 15:30:00,41.325,-70.565,13.0,MVCO_367,0.263,0.233,NaN,9.014,9.074,NaN,0.995,1.004,NaN,2.501,2.550,NaN
2016-08-19 15:30:00,41.325,-70.565,10.0,MVCO_367,0.000,0.000,NaN,2.796,2.796,NaN,0.567,0.606,NaN,0.929,1.010,NaN
2016-08-19 15:30:00,41.325,-70.565,6.0,MVCO_367,0.000,0.000,NaN,0.902,0.913,NaN,0.463,0.459,NaN,0.734,0.709,NaN
2016-08-19 15:30:00,41.325,-70.565,2.0,MVCO_367,0.000,0.000,NaN,0.476,0.546,NaN,0.421,0.420,NaN,0.728,0.742,NaN
2016-08-24 16:15:00,41.325,-70.565,13.0,MVCO_368,0.000,0.000,NaN,2.533,2.640,NaN,0.436,0.438,NaN,1.369,1.351,NaN
2016-09-22 21:00:00,41.325,-70.565,0.0,MVCO_369,0.000,0.000,NaN,1.067,1.102,NaN,0.469,0.479,NaN,1.249,1.268,NaN
2016-10-07 20:00:00,41.325,-70.565,0.0,MVCO_370,0.000,0.000,NaN,0.284,0.293,NaN,0.526,0.535,NaN,1.063,1.035,NaN
2016-10-27 18:30:00,41.325,-70.565,0.0,MVCO_371,NaN,0.000,NaN,NaN,1.646,NaN,NaN,0.548,NaN,NaN,0.000,NaN
2016-11-04 19:02:00,41.325,-70.565,13.0,MVCO_372,0.000,0.000,NaN,0.000,0.000,NaN,0.345,0.255,NaN,0.000,0.064,NaN
2016-11-04 19:02:00,41.325,-70.565,2.0,MVCO_372,0.000,0.000,NaN,0.000,0.000,NaN,0.264,0.254,NaN,0.222,0.475,NaN
2016-11-04 19:02:00,41.325,-70.565,6.0,MVCO_372,0.000,0.000,NaN,0.000,0.000,NaN,0.363,0.374,NaN,0.000,0.022,NaN
2016-11-04 19:02:00,41.325,-70.565,10.0,MVCO_372,0.000,0.000,NaN,0.000,0.000,NaN,0.228,0.295,NaN,0.065,0.130,NaN
2016-11-09 18:28:00,41.325,-70.565,13.0,MVCO_373,NaN,0.000,NaN,NaN,0.359,NaN,NaN,0.362,NaN,NaN,0.000,NaN
2016-11-09 18:28:00,41.325,-70.565,10.0,MVCO_373,0.000,0.000,NaN,0.322,0.339,NaN,0.323,0.460,NaN,0.142,0.313,NaN
2016-11-09 18:28:00,41.325,-70.565,6.0,MVCO_373,0.000,0.000,NaN,0.325,0.322,NaN,0.308,0.343,NaN,0.858,0.834,NaN
2016-11-09 18:28:00,41.325,-70.565,2.0,MVCO_373,0.000,0.000,NaN,0.338,0.343,NaN,0.330,0.323,NaN,0.000,0.000,NaN
2016-11-19 17:25:00,41.325,-70.565,13.0,MVCO_374,0.000,0.127,NaN,1.119,1.109,NaN,0.472,0.329,NaN,0.565,0.541,NaN
2016-11-19 17:25:00,41.325,-70.565,10.0,MVCO_374,0.120,0.053,NaN,0.590,1.046,NaN,0.333,0.465,NaN,0.702,0.881,NaN
2016-11-19 17:25:00,41.325,-70.565,6.0,MVCO_374,0.557,0.120,NaN,0.941,1.038,NaN,0.444,0.318,NaN,0.561,1.115,NaN
2016-11-19 17:25:00,41.325,-70.565,2.0,MVCO_374,0.132,0.416,NaN,1.090,1.039,NaN,0.469,0.483,NaN,0.811,1.453,NaN
2016-11-28 21:15:00,41.325,-70.565,0.0,MVCO_375,0.499,0.545,NaN,1.951,1.946,NaN,0.553,0.509,NaN,1.233,1.316,NaN
2016-12-14 19:15:00,41.325,-70.565,6.0,MVCO_376,0.129,0.162,NaN,1.032,0.820,NaN,0.380,0.344,NaN,0.478,0.876,NaN
2016-12-14 19:15:00,41.325,-70.565,2.0,MVCO_376,0.188,0.205,NaN,0.809,0.801,NaN,0.344,0.292,NaN,0.799,0.731,NaN
2016-12-14 19:15:00,41.325,-70.565,10.0,MVCO_376,0.621,0.188,NaN,0.875,0.850,NaN,0.398,0.360,NaN,0.511,1.491,NaN
2016-12-14 19:15:00,41.325,-70.565,13.0,MVCO_376,0.249,0.159,NaN,0.880,1.385,NaN,0.387,0.336,NaN,1.152,1.138,NaN
2017-02-22 19:15:00,41.325,-70.565,0.0,MVCO_377,0.151,0.000,NaN,6.360,6.809,NaN,0.223,0.206,NaN,0.796,0.491,NaN
2017-03-30 18:00:00,41.325,-70.565,0.0,MVCO_378,0.000,0.000,NaN,1.204,1.054,NaN,0.136,0.125,NaN,0.404,0.695,NaN
2017-04-13 15:45:00,41.325,-70.565,13.0,MVCO_379,0.000,0.000,NaN,0.240,0.167,NaN,0.061,0.021,NaN,0.315,0.097,NaN
2017-04-13 15:45:00,41.325,-70.565,10.0,MVCO_379,0.000,0.000,NaN,0.131,0.151,NaN,0.000,0.000,NaN,0.108,0.254,NaN
2017-04-13 15:45:00,41.325,-70.565,6.0,MVCO_379,0.000,0.000,NaN,0.186,0.171,NaN,0.000,0.000,NaN,0.304,0.202,NaN
2017-04-13 15:45:00,41.325,-70.565,2.0,MVCO_379,0.000,0.000,NaN,0.167,0.207,NaN,0.000,0.000,NaN,0.236,0.305,NaN
2017-04-14 15:35:00,41.325,-70.565,0.0,MVCO_380,0.000,0.065,NaN,1.235,1.435,NaN,0.042,0.043,NaN,0.379,0.524,NaN
2017-05-30 20:00:00,41.325,-70.565,13.0,MVCO_381,0.000,0.000,NaN,1.233,1.292,NaN,0.084,0.098,NaN,0.421,0.024,NaN
2017-05-30 20:00:00,41.325,-70.565,10.0,MVCO_381,0.000,0.000,NaN,1.236,1.256,NaN,0.072,0.076,NaN,0.000,0.000,NaN
2017-05-30 20:00:00,41.325,-70.565,6.0,MVCO_381,0.000,0.000,NaN,1.231,1.241,NaN,0.080,0.076,NaN,0.000,0.000,NaN
2017-05-30 20:00:00,41.325,-70.565,2.0,MVCO_381,0.000,0.000,NaN,1.221,1.225,NaN,0.068,0.065,NaN,0.000,0.000,NaN
