time (UTC),latitude,longitude,depth,event_number,ntra_a,ntra_b,ntra_c,slca_a,slca_b,slca_c,phos_a,phos_b,phos_c,amon_a,amon_b,amon_c
2010-09-16 18:29:00,41.325,-70.5667,6.0,MVCO_255,0.000,0.000,NaN,3.171,3.969,NaN,0.121,0.146,NaN,0.000,0.000,NaN
2010-09-16 18:29:00,41.325,-70.5667,0.0,MVCO_255,0.057,0.077,NaN,5.505,7.455,NaN,0.093,0.116,NaN,0.051,0.894,NaN
2010-10-11 18:40:00,41.325,-70.5667,0.0,MVCO_256,0.569,0.536,NaN,8.701,8.475,NaN,0.194,0.157,NaN,2.353,2.433,NaN
2010-10-11 18:40:00,41.325,-70.5667,15.0,MVCO_256,1.073,1.105,NaN,10.920,14.052,NaN,0.059,0.089,NaN,2.358,2.729,NaN
2010-10-11 18:40:00,41.325,-70.5667,10.0,MVCO_256,0.795,0.773,NaN,17.993,14.355,NaN,0.125,0.128,NaN,1.142,0.942,NaN
2010-10-11 18:40:00,41.325,-70.5667,6.0,MVCO_256,0.650,0.741,NaN,11.931,11.920,NaN,0.145,0.143,NaN,1.113,0.625,NaN
2010-10-19 17:40:00,41.325,-70.5667,0.0,MVCO_257,0.000,0.000,NaN,6.071,6.101,NaN,0.055,0.132,NaN,2.135,2.195,NaN
2010-10-19 17:40:00,41.325,-70.5667,6.0,MVCO_257,0.000,0.000,NaN,5.149,5.208,NaN,0.133,0.146,NaN,0.539,0.221,NaN
2010-10-19 17:40:00,41.325,-70.5667,15.0,MVCO_257,0.000,0.000,NaN,5.767,5.846,NaN,0.137,0.130,NaN,0.674,0.885,NaN
2010-10-19 17:40:00,41.325,-70.5667,10.0,MVCO_257,0.000,0.000,NaN,4.649,4.757,NaN,0.089,0.103,NaN,0.448,0.563,NaN
2010-10-24 19:50:00,41.325,-70.5667,14.0,MVCO_258,2.660,2.364,NaN,1.725,1.744,NaN,0.099,0.069,NaN,1.033,0.494,NaN
2010-10-24 19:50:00,41.325,-70.5667,10.0,MVCO_258,1.390,1.272,NaN,1.784,1.725,NaN,0.086,0.101,NaN,0.683,0.680,NaN
2010-10-24 19:50:00,41.325,-70.5667,6.0,MVCO_258,0.539,0.580,NaN,1.754,1.676,NaN,0.104,0.074,NaN,0.561,0.495,NaN
2010-10-24 19:50:00,41.325,-70.5667,0.0,MVCO_258,0.534,0.439,NaN,3.667,3.609,NaN,0.000,0.087,NaN,3.347,2.274,NaN
2010-11-02 19:30:00,41.325,-70.5667,0.0,MVCO_259,0.000,0.155,NaN,3.922,3.983,NaN,0.077,0.073,NaN,2.198,2.008,NaN
2010-11-16 19:25:00,41.325,-70.5667,0.0,MVCO_260,0.080,0.095,NaN,6.871,6.729,NaN,0.000,0.000,NaN,0.713,1.094,NaN
2010-11-16 19:25:00,41.325,-70.5667,3.5,MVCO_260,0.000,0.092,NaN,8.381,8.421,NaN,0.118,0.135,NaN,0.863,1.074,NaN
2010-11-16 19:25:00,41.325,-70.5667,6.0,MVCO_260,0.111,0.091,NaN,2.828,2.524,NaN,0.078,0.116,NaN,1.064,0.402,NaN
2010-11-16 19:25:00,41.325,-70.5667,15.0,MVCO_260,0.000,0.073,NaN,2.271,2.332,NaN,0.091,0.054,NaN,0.480,0.457,NaN
2010-11-16 19:25:00,41.325,-70.5667,10.0,MVCO_260,0.075,0.074,NaN,2.342,2.362,NaN,0.129,0.133,NaN,0.843,1.215,NaN
2010-12-11 14:35:00,41.325,-70.5667,0.0,MVCO_261,0.000,0.000,NaN,3.780,3.821,NaN,0.000,0.000,NaN,1.054,1.044,NaN
2011-01-06 18:10:00,41.325,-70.5667,14.0,MVCO_262,0.000,0.000,NaN,0.823,0.887,NaN,0.000,0.000,NaN,0.182,0.173,NaN
2011-01-06 18:10:00,41.325,-70.5667,10.0,MVCO_262,0.000,0.106,NaN,1.012,0.919,NaN,0.143,0.153,NaN,0.231,0.000,NaN
2011-01-06 18:10:00,41.325,-70.5667,6.0,MVCO_262,0.145,0.000,NaN,0.996,1.541,NaN,0.090,0.220,NaN,0.145,0.613,NaN
2011-01-06 18:10:00,41.325,-70.5667,0.0,MVCO_262,0.248,0.219,NaN,4.328,4.358,NaN,0.096,0.103,NaN,0.964,0.944,NaN
2011-03-04 20:00:00,41.325,-70.5667,0.0,MVCO_263,0.189,0.254,NaN,3.730,3.730,NaN,0.000,0.078,NaN,0.763,0.853,NaN
2011-03-04 20:00:00,41.325,-70.5667,15.0,MVCO_263,0.082,0.000,NaN,1.136,1.106,NaN,0.071,0.070,NaN,0.893,0.843,NaN
2011-03-04 20:00:00,41.325,-70.5667,10.0,MVCO_263,0.140,0.000,NaN,1.227,1.065,NaN,0.085,0.155,NaN,0.349,0.373,NaN
2011-03-04 20:00:00,41.325,-70.5667,6.0,MVCO_263,0.000,0.084,NaN,1.075,1.075,NaN,0.000,0.000,NaN,0.000,0.000,NaN
2011-03-23 14:54:00,41.325,-70.5662,16.0,MVCO_264,0.214,0.227,NaN,0.963,1.136,NaN,0.100,0.083,NaN,0.556,0.000,NaN
2011-03-23 14:54:00,41.325,-70.5662,10.0,MVCO_264,0.231,0.116,NaN,1.044,1.070,NaN,0.112,0.125,NaN,0.337,1.014,NaN
2011-03-23 14:54:00,41.325,-70.5662,4.0,MVCO_264,0.000,0.076,NaN,1.230,1.080,NaN,0.117,0.119,NaN,2.511,2.238,NaN
2011-03-23 14:54:00,41.325,-70.5662,0.0,MVCO_264,0.135,0.065,NaN,1.230,1.270,NaN,0.113,0.067,NaN,2.996,0.993,NaN
2011-03-23 18:39:00,41.3277,-70.5667,4.0,MVCO_265,0.166,0.172,NaN,1.060,0.709,NaN,0.000,0.110,NaN,0.538,0.660,NaN
2011-03-23 18:39:00,41.3277,-70.5667,2.0,MVCO_265,0.000,0.000,NaN,1.170,1.220,NaN,0.000,0.000,NaN,0.470,0.619,NaN
2011-03-23 18:39:00,41.3277,-70.5667,10.0,MVCO_265,0.126,0.000,NaN,0.900,0.921,NaN,0.000,0.000,NaN,0.295,0.486,NaN
2011-03-23 18:39:00,41.3277,-70.5667,15.0,MVCO_265,0.000,0.000,NaN,0.870,1.050,NaN,0.118,0.053,NaN,1.216,0.227,NaN
2011-05-03 17:38:00,41.325,-70.5667,15.0,MVCO_266,0.099,0.106,NaN,7.246,7.487,NaN,0.000,0.000,NaN,0.252,0.953,NaN
2011-05-03 17:38:00,41.325,-70.5667,10.0,MVCO_266,0.000,0.000,NaN,6.785,6.304,NaN,0.000,0.000,NaN,1.590,1.550,NaN
2011-05-03 17:38:00,41.325,-70.5667,6.0,MVCO_266,0.000,NaN,NaN,6.163,NaN,NaN,0.000,NaN,NaN,1.519,NaN,NaN
2011-05-03 17:38:00,41.325,-70.5667,2.0,MVCO_266,0.073,0.000,NaN,3.657,3.757,NaN,0.000,0.000,NaN,1.297,0.912,NaN
2011-05-03 17:38:00,41.325,-70.5667,0.0,MVCO_266,0.000,0.077,NaN,3.606,2.945,NaN,0.000,0.076,NaN,1.014,1.095,NaN
2011-06-06 19:50:00,41.325,-70.5667,0.0,MVCO_267,0.000,0.175,NaN,3.035,3.526,NaN,0.141,0.132,NaN,1.378,2.005,NaN
2011-06-06 19:50:00,41.325,-70.5667,15.0,MVCO_267,0.000,0.000,NaN,2.965,3.366,NaN,0.070,0.118,NaN,1.216,0.629,NaN
2011-06-06 19:50:00,41.325,-70.5667,10.0,MVCO_267,0.000,0.000,NaN,2.985,3.035,NaN,0.126,0.137,NaN,0.705,0.730,NaN
2011-06-06 19:50:00,41.325,-70.5667,6.0,MVCO_267,0.183,0.000,NaN,3.266,3.065,NaN,0.132,0.093,NaN,0.548,1.368,NaN
2011-07-06 15:15:00,41.325,-70.5667,4.0,MVCO_268,0.431,0.000,NaN,3.235,3.456,NaN,0.086,0.120,NaN,2.106,0.584,NaN
2011-07-06 15:15:00,41.325,-70.5667,2.0,MVCO_268,0.000,0.000,NaN,2.052,1.441,NaN,0.000,0.159,NaN,1.034,0.485,NaN
2011-07-06 15:15:00,41.325,-70.5667,10.0,MVCO_268,0.358,0.358,NaN,2.544,2.423,NaN,0.116,0.110,NaN,1.894,2.096,NaN
2011-07-06 15:15:00,41.325,-70.5667,15.0,MVCO_268,0.191,1.448,NaN,4.419,2.955,NaN,0.118,0.056,NaN,1.388,1.084,NaN
2011-07-06 16:45:00,41.325,-70.5667,15.0,MVCO_269,0.503,0.745,NaN,2.383,2.223,NaN,0.231,0.158,NaN,1.691,1.701,NaN
2011-07-06 16:45:00,41.325,-70.5667,10.0,MVCO_269,0.083,0.116,NaN,3.286,2.453,NaN,0.067,0.108,NaN,1.803,1.823,NaN
2011-07-06 16:45:00,41.325,-70.5667,4.0,MVCO_269,0.232,0.000,NaN,2.112,2.373,NaN,0.057,0.118,NaN,1.661,1.449,NaN
2011-07-06 16:45:00,41.325,-70.5667,2.0,MVCO_269,1.696,0.093,NaN,3.516,1.832,NaN,0.123,0.071,NaN,1.459,1.135,NaN
2011-07-06 18:40:00,41.325,-70.5667,10.0,MVCO_270,0.138,0.184,NaN,2.373,3.035,NaN,0.162,0.237,NaN,1.044,1.418,NaN
2011-07-06 18:40:00,41.325,-70.5667,4.0,MVCO_270,0.105,0.000,NaN,3.446,3.506,NaN,0.196,0.190,NaN,1.428,0.365,NaN
2011-07-06 18:40:00,41.325,-70.5667,15.0,MVCO_270,0.161,0.372,NaN,2.413,4.048,NaN,0.077,0.000,NaN,0.532,1.752,NaN
2011-07-06 18:40:00,41.325,-70.5667,2.0,MVCO_270,0.068,0.172,NaN,3.486,2.945,NaN,0.172,0.169,NaN,3.057,1.074,NaN
2011-07-27 17:00:00,41.325,-70.5667,15.0,MVCO_271,0.000,0.129,NaN,9.583,9.984,NaN,0.129,0.107,NaN,1.803,2.197,NaN
2011-07-27 17:00:00,41.325,-70.5667,10.0,MVCO_271,0.145,0.358,NaN,5.391,5.391,NaN,0.141,0.097,NaN,0.377,0.993,NaN
2011-07-27 17:00:00,41.325,-70.5667,6.0,MVCO_271,0.357,0.381,NaN,4.278,4.128,NaN,0.165,0.169,NaN,1.398,1.196,NaN
2011-07-27 17:00:00,41.325,-70.5667,0.0,MVCO_271,0.684,0.866,NaN,4.419,4.148,NaN,0.161,0.175,NaN,0.892,1.095,NaN
2011-08-20 15:43:00,41.325,-70.5667,15.0,MVCO_273,0.652,0.672,NaN,1.441,2.193,NaN,0.112,0.192,NaN,0.791,0.194,NaN
2011-09-12 20:30:00,41.325,-70.5667,0.0,MVCO_274,0.398,0.354,NaN,5.121,5.903,NaN,0.153,0.245,NaN,0.993,0.083,NaN
2011-09-17 22:00:00,41.3366,-70.5564,0.0,MVCO_275,0.126,0.261,NaN,7.873,8.198,NaN,0.000,0.000,NaN,1.391,1.100,NaN
2011-09-21 20:30:00,41.325,-70.5667,6.0,MVCO_276,0.191,0.413,NaN,6.219,3.896,NaN,0.000,0.075,NaN,0.970,1.431,NaN
2011-09-21 20:30:00,41.325,-70.5667,0.0,MVCO_276,0.116,0.280,NaN,4.979,5.304,NaN,0.000,0.000,NaN,0.940,0.660,NaN
2011-09-21 20:30:00,41.325,-70.5667,10.0,MVCO_276,0.212,0.171,NaN,5.924,7.785,NaN,0.072,0.052,NaN,1.471,1.030,NaN
2011-09-21 20:30:00,41.325,-70.5667,14.0,MVCO_276,0.706,0.872,NaN,7.332,6.948,NaN,0.000,0.000,NaN,0.270,1.481,NaN
2011-09-27 17:30:00,41.325,-70.5667,14.0,MVCO_278,0.269,0.334,NaN,1.022,1.346,NaN,0.090,0.099,NaN,1.000,1.311,NaN
2011-09-27 17:30:00,41.325,-70.5667,10.0,MVCO_278,0.057,0.104,NaN,1.780,1.366,NaN,0.000,0.000,NaN,0.194,0.990,NaN
2011-09-27 17:30:00,41.325,-70.5667,6.0,MVCO_278,0.000,0.179,NaN,1.287,1.051,NaN,0.000,0.000,NaN,0.880,0.630,NaN
2011-09-27 17:30:00,41.325,-70.5667,0.0,MVCO_278,0.286,0.276,NaN,1.376,0.837,NaN,0.000,0.124,NaN,1.941,1.571,NaN
2011-10-06 18:30:00,41.3366,-70.5664,2.0,MVCO_279,0.271,0.269,NaN,7.036,6.859,NaN,0.162,0.156,NaN,1.321,1.190,NaN
2011-10-06 18:30:00,41.3366,-70.5664,12.0,MVCO_279,0.477,0.340,NaN,10.433,11.122,NaN,0.216,0.230,NaN,2.362,2.252,NaN
2011-10-06 18:30:00,41.3366,-70.5664,6.0,MVCO_279,0.478,0.240,NaN,9.143,8.247,NaN,0.134,0.164,NaN,1.511,1.170,NaN
2011-10-11 22:30:00,41.325,-70.5667,0.0,MVCO_280,0.106,0.157,NaN,4.359,4.428,NaN,0.069,0.075,NaN,1.994,1.054,NaN
2011-10-24 18:10:00,41.325,-70.5667,10.0,MVCO_281,0.804,0.807,NaN,10.137,10.334,NaN,0.140,0.140,NaN,1.991,1.851,NaN
2011-10-24 18:10:00,41.325,-70.5667,6.0,MVCO_281,1.135,0.915,NaN,11.220,10.925,NaN,0.127,0.134,NaN,1.593,2.102,NaN
2011-10-24 18:10:00,41.325,-70.5667,0.0,MVCO_281,0.803,0.822,NaN,10.827,10.827,NaN,0.142,0.105,NaN,2.192,2.042,NaN
2011-10-24 18:10:00,41.325,-70.5667,14.0,MVCO_281,0.977,1.036,NaN,12.992,12.303,NaN,0.098,0.175,NaN,2.172,2.132,NaN
2011-10-31 19:00:00,41.325,-70.5667,15.0,MVCO_282,0.606,0.579,NaN,8.700,8.503,NaN,0.166,0.146,NaN,1.961,1.581,NaN
2011-10-31 19:00:00,41.325,-70.5667,10.0,MVCO_282,0.525,0.661,NaN,6.101,6.593,NaN,0.129,0.154,NaN,1.381,1.471,NaN
2011-10-31 19:00:00,41.325,-70.5667,6.0,MVCO_282,0.630,0.549,NaN,5.904,6.072,NaN,0.173,0.147,NaN,1.691,1.481,NaN
2011-10-31 19:00:00,41.325,-70.5667,0.0,MVCO_282,0.758,0.689,NaN,6.249,6.200,NaN,0.171,0.219,NaN,2.192,2.682,NaN
2011-11-22 14:40:00,41.325,-70.56833,4.0,MVCO_283,2.203,1.758,NaN,0.860,1.248,NaN,0.123,0.099,NaN,1.019,1.148,NaN
2011-11-22 14:40:00,41.325,-70.56833,2.0,MVCO_283,0.867,1.870,NaN,0.976,1.055,NaN,0.111,0.094,NaN,0.589,0.912,NaN
2011-11-22 14:40:00,41.325,-70.56833,15.0,MVCO_283,3.042,3.800,NaN,0.881,1.187,NaN,0.146,0.097,NaN,0.245,0.814,NaN
2011-11-22 14:40:00,41.325,-70.56833,10.0,MVCO_283,0.914,1.587,NaN,0.665,0.767,NaN,0.107,0.118,NaN,0.844,1.082,NaN
2011-11-22 15:50:00,41.3233,-70.5667,15.0,MVCO_284,1.000,0.690,NaN,0.746,0.651,NaN,0.118,0.163,NaN,0.955,1.117,NaN
2011-11-22 15:50:00,41.3233,-70.5667,10.0,MVCO_284,1.354,0.855,NaN,1.157,0.613,NaN,0.133,0.144,NaN,0.836,1.106,NaN
2011-11-22 15:50:00,41.3233,-70.5667,4.0,MVCO_284,0.681,1.061,NaN,0.743,0.811,NaN,0.103,0.064,NaN,0.939,0.729,NaN
2011-11-22 15:50:00,41.3233,-70.5667,2.0,MVCO_284,0.602,1.475,NaN,0.660,1.370,NaN,0.126,0.099,NaN,0.257,0.321,NaN
2011-11-22 17:20:00,41.325,-70.5667,15.0,MVCO_285,1.112,1.233,NaN,1.319,1.309,NaN,0.089,0.093,NaN,0.163,0.483,NaN
2011-11-22 17:20:00,41.325,-70.5667,10.0,MVCO_285,0.790,0.876,NaN,0.612,0.776,NaN,0.123,0.097,NaN,0.547,0.385,NaN
2011-11-22 17:20:00,41.325,-70.5667,4.0,MVCO_285,1.465,1.182,NaN,1.268,1.268,NaN,0.058,0.105,NaN,0.413,0.095,NaN
2011-11-22 17:20:00,41.325,-70.5667,2.0,MVCO_285,1.112,1.091,NaN,1.086,1.177,NaN,0.094,0.092,NaN,0.525,0.235,NaN
2011-11-22 19:05:00,41.3233,-70.5716,15.0,MVCO_286,1.364,1.344,NaN,1.319,1.268,NaN,0.077,0.000,NaN,0.634,0.745,NaN
2011-11-22 19:05:00,41.3233,-70.5716,2.3,MVCO_286,1.566,1.722,NaN,1.177,1.126,NaN,0.054,0.000,NaN,0.481,0.758,NaN
2011-11-22 19:05:00,41.3233,-70.5716,10.0,MVCO_286,1.425,1.389,NaN,1.010,0.671,NaN,0.055,0.000,NaN,1.000,0.672,NaN
2011-11-22 19:05:00,41.3233,-70.5716,4.0,MVCO_286,1.182,1.304,NaN,1.086,1.268,NaN,0.058,0.000,NaN,0.802,0.812,NaN
2011-12-12 19:15:00,41.325,-70.5667,15.0,MVCO_287,0.114,0.070,NaN,1.802,1.802,NaN,0.068,0.052,NaN,0.455,0.593,NaN
2011-12-12 19:15:00,41.325,-70.5667,10.0,MVCO_287,0.120,0.097,NaN,1.812,1.792,NaN,0.061,0.000,NaN,0.527,0.496,NaN
2011-12-12 19:15:00,41.325,-70.5667,6.0,MVCO_287,0.181,0.154,NaN,1.884,1.792,NaN,0.056,0.000,NaN,0.684,0.113,NaN
2011-12-12 19:15:00,41.325,-70.5667,0.0,MVCO_287,0.650,0.542,NaN,7.320,7.187,NaN,0.141,0.128,NaN,0.110,0.161,NaN
2012-01-09 20:00:00,41.325,-70.5667,15.0,MVCO_288,0.000,0.000,NaN,6.901,7.115,NaN,0.117,0.070,NaN,0.339,0.159,NaN
2012-01-09 20:00:00,41.325,-70.5667,10.0,MVCO_288,0.166,0.122,NaN,3.433,3.348,NaN,0.063,0.081,NaN,0.580,0.716,NaN
2012-01-09 20:00:00,41.325,-70.5667,6.0,MVCO_288,0.000,0.000,NaN,3.358,3.645,NaN,0.089,0.083,NaN,0.255,0.000,NaN
2012-01-09 20:00:00,41.325,-70.5667,0.0,MVCO_288,0.000,0.000,NaN,2.703,2.846,NaN,0.126,0.126,NaN,0.612,0.403,NaN
2012-02-08 20:30:00,41.325,-70.5667,0.0,MVCO_289,0.000,0.000,NaN,2.877,2.877,NaN,0.000,0.000,NaN,0.851,0.867,NaN
2012-02-08 20:30:00,41.325,-70.5667,15.0,MVCO_289,0.000,0.000,NaN,0.598,0.569,NaN,0.000,0.000,NaN,0.123,1.016,NaN
2012-02-08 20:30:00,41.325,-70.5667,6.0,MVCO_289,0.000,0.000,NaN,0.572,0.590,NaN,0.000,0.000,NaN,0.000,0.573,NaN
2012-02-08 20:30:00,41.325,-70.5667,10.0,MVCO_289,0.000,0.000,NaN,0.662,0.584,NaN,0.084,0.078,NaN,0.581,0.844,NaN
2012-02-15 18:15:00,41.325,-70.5667,15.0,MVCO_290,0.000,0.000,NaN,0.606,0.638,NaN,0.000,0.000,NaN,0.436,0.882,NaN
2012-02-15 18:15:00,41.325,-70.5667,10.0,MVCO_290,0.000,0.000,NaN,0.614,0.625,NaN,0.000,0.000,NaN,0.203,0.000,NaN
2012-02-15 18:15:00,41.325,-70.5667,6.0,MVCO_290,0.000,0.000,NaN,0.630,0.611,NaN,0.092,0.000,NaN,0.779,0.462,NaN
2012-02-15 18:15:00,41.325,-70.5667,0.0,MVCO_290,0.000,0.000,NaN,3.757,3.931,NaN,0.000,0.000,NaN,0.545,0.941,NaN
2012-03-06 15:50:00,41.325,-70.5667,4.0,MVCO_291,0.141,0.193,NaN,0.554,0.395,NaN,0.148,0.093,NaN,0.779,0.282,NaN
2012-03-06 15:50:00,41.325,-70.5667,2.8,MVCO_291,0.152,NaN,NaN,0.521,NaN,NaN,0.052,NaN,NaN,0.328,NaN,NaN
2012-03-06 15:50:00,41.325,-70.5667,10.0,MVCO_291,0.000,0.139,NaN,1.085,0.380,NaN,0.000,0.069,NaN,0.000,0.351,NaN
2012-03-06 15:50:00,41.325,-70.5667,15.5,MVCO_291,0.143,0.000,NaN,0.930,0.476,NaN,0.145,0.135,NaN,0.000,0.453,NaN
2012-03-06 17:30:00,41.325,-70.565,10.0,MVCO_292,0.000,0.000,NaN,0.471,0.423,NaN,0.051,0.106,NaN,1.036,1.193,NaN
2012-03-06 17:30:00,41.325,-70.565,4.0,MVCO_292,0.063,0.000,NaN,0.489,0.647,NaN,0.178,0.150,NaN,1.212,0.902,NaN
2012-03-06 17:30:00,41.325,-70.565,2.7,MVCO_292,0.000,0.163,NaN,0.453,0.294,NaN,0.134,0.095,NaN,1.026,0.807,NaN
2012-03-06 17:30:00,41.325,-70.565,15.7,MVCO_292,0.000,0.000,NaN,0.322,0.608,NaN,0.153,0.162,NaN,0.747,0.258,NaN
2012-03-06 19:14:00,41.3233,-70.565,15.5,MVCO_293,0.000,0.000,NaN,0.788,0.681,NaN,0.170,0.105,NaN,0.175,0.359,NaN
2012-03-06 19:14:00,41.3233,-70.565,10.0,MVCO_293,0.000,0.000,NaN,0.311,0.667,NaN,0.152,0.135,NaN,0.498,0.522,NaN
2012-03-06 19:14:00,41.3233,-70.565,4.0,MVCO_293,0.000,0.000,NaN,0.614,0.657,NaN,0.134,0.166,NaN,0.350,0.264,NaN
2012-03-06 19:14:00,41.3233,-70.565,2.5,MVCO_293,0.000,0.000,NaN,0.349,0.514,NaN,0.117,0.109,NaN,0.310,0.536,NaN
2012-03-06 20:36:00,41.325,-70.565,4.0,MVCO_294,0.000,0.000,NaN,0.746,0.755,NaN,0.112,0.184,NaN,0.412,0.693,NaN
2012-03-06 20:36:00,41.325,-70.565,2.8,MVCO_294,0.101,0.000,NaN,0.742,0.806,NaN,0.137,0.181,NaN,0.598,0.294,NaN
2012-03-06 20:36:00,41.325,-70.565,15.5,MVCO_294,0.000,0.101,NaN,0.648,0.492,NaN,0.136,0.109,NaN,0.330,0.675,NaN
2012-03-06 20:36:00,41.325,-70.565,10.0,MVCO_294,0.000,0.000,NaN,0.693,0.712,NaN,0.159,0.107,NaN,0.422,0.319,NaN
2012-04-20 18:30:00,41.325,-70.5667,15.0,MVCO_295,0.000,0.000,NaN,2.949,3.275,NaN,0.205,0.240,NaN,0.000,0.000,NaN
2012-04-20 18:30:00,41.325,-70.5667,10.0,MVCO_295,0.000,0.286,NaN,4.433,3.603,NaN,0.251,0.208,NaN,0.292,1.113,NaN
2012-04-20 18:30:00,41.325,-70.5667,6.0,MVCO_295,0.092,0.277,NaN,6.390,9.085,NaN,0.193,0.167,NaN,1.252,0.234,NaN
2012-04-20 18:30:00,41.325,-70.5667,0.0,MVCO_295,0.000,0.000,NaN,3.254,2.872,NaN,0.191,0.115,NaN,0.517,0.501,NaN
2012-06-15 16:15:00,41.325,-70.5667,15.0,MVCO_296,0.000,0.000,NaN,9.277,9.738,NaN,0.354,0.228,NaN,0.845,1.091,NaN
2012-06-15 16:15:00,41.325,-70.5667,10.0,MVCO_296,0.000,0.000,NaN,9.179,9.999,NaN,0.150,0.185,NaN,0.446,0.629,NaN
2012-06-15 16:15:00,41.325,-70.5667,6.0,MVCO_296,0.000,0.000,NaN,8.608,9.047,NaN,0.290,0.206,NaN,1.039,0.581,NaN
2012-06-15 16:15:00,41.325,-70.5667,2.0,MVCO_296,0.000,0.000,NaN,6.036,5.874,NaN,0.190,0.199,NaN,1.915,1.792,NaN
2012-07-10 15:57:00,41.325,-70.565,15.0,MVCO_297,0.000,0.000,NaN,2.485,2.869,NaN,0.263,0.286,NaN,1.748,1.744,NaN
2012-07-10 15:57:00,41.325,-70.565,2.0,MVCO_297,0.000,0.505,NaN,2.275,3.484,NaN,0.192,0.000,NaN,1.320,5.994,NaN
2012-07-10 15:57:00,41.325,-70.565,10.0,MVCO_297,0.000,0.000,NaN,2.990,3.128,NaN,0.231,0.229,NaN,1.097,1.174,NaN
2012-07-10 15:57:00,41.325,-70.565,4.0,MVCO_297,0.000,0.470,NaN,3.393,3.557,NaN,0.191,0.000,NaN,0.303,3.276,NaN
2012-07-10 16:53:00,41.325,-70.5633,15.0,MVCO_298,0.829,0.000,NaN,3.483,2.892,NaN,0.000,0.208,NaN,6.111,1.427,NaN
2012-07-10 16:53:00,41.325,-70.5633,10.0,MVCO_298,0.000,0.000,NaN,2.075,3.295,NaN,0.220,0.137,NaN,2.604,0.350,NaN
2012-07-10 16:53:00,41.325,-70.5633,4.0,MVCO_298,0.000,0.000,NaN,2.176,2.603,NaN,0.204,0.289,NaN,1.826,0.844,NaN
2012-07-10 16:53:00,41.325,-70.5633,2.0,MVCO_298,0.000,0.167,NaN,1.505,2.891,NaN,0.227,0.000,NaN,1.035,2.254,NaN
2012-07-10 18:45:00,41.325,-70.565,15.0,MVCO_299,0.000,0.000,NaN,3.321,3.116,NaN,0.292,0.251,NaN,0.466,0.550,NaN
2012-07-10 18:45:00,41.325,-70.565,10.0,MVCO_299,0.000,0.000,NaN,3.365,3.882,NaN,0.213,0.188,NaN,0.489,0.944,NaN
2012-07-10 18:45:00,41.325,-70.565,4.0,MVCO_299,0.000,0.000,NaN,2.213,3.069,NaN,0.210,0.203,NaN,1.390,1.210,NaN
2012-07-10 18:45:00,41.325,-70.565,2.0,MVCO_299,0.000,0.057,NaN,3.324,3.081,NaN,0.328,0.226,NaN,0.701,2.125,NaN
2012-07-10 14:15:00,41.325,-70.565,0.0,MVCO_300,0.411,0.326,NaN,4.190,7.058,NaN,0.012,0.000,NaN,3.692,2.620,NaN
2012-07-10 19:19:00,41.3267,-70.5633,4.0,MVCO_301,0.000,0.000,NaN,2.617,2.350,NaN,0.221,0.259,NaN,1.866,2.961,NaN
2012-07-10 19:19:00,41.3267,-70.5633,2.0,MVCO_301,0.000,0.000,NaN,2.160,1.462,NaN,0.219,0.231,NaN,1.503,1.722,NaN
2012-07-10 19:19:00,41.3267,-70.5633,15.0,MVCO_301,0.000,0.044,NaN,2.175,1.744,NaN,0.214,0.229,NaN,1.594,2.133,NaN
2012-07-10 19:19:00,41.3267,-70.5633,10.0,MVCO_301,NaN,0.301,NaN,NaN,2.616,NaN,NaN,0.241,NaN,NaN,3.204,NaN
2012-08-20 14:40:00,41.325,-70.565,0.0,MVCO_302,0.000,0.000,NaN,3.663,3.622,NaN,0.249,0.156,NaN,1.534,0.000,NaN
2012-09-14 17:30:00,41.325,-70.565,0.0,MVCO_303,0.000,0.000,NaN,6.349,6.335,NaN,0.273,0.234,NaN,0.289,0.284,NaN
2012-10-08 19:30:00,41.325,-70.565,6.0,MVCO_304,0.366,0.253,NaN,2.842,2.891,NaN,0.499,0.488,NaN,1.032,1.041,NaN
2012-10-08 19:30:00,41.325,-70.565,2.0,MVCO_304,0.000,0.101,NaN,6.800,6.846,NaN,0.459,0.302,NaN,0.000,0.000,NaN
2012-10-08 19:30:00,41.325,-70.565,10.0,MVCO_304,0.315,0.766,NaN,3.719,3.742,NaN,0.618,0.613,NaN,1.346,1.575,NaN
2012-10-08 19:30:00,41.325,-70.565,14.5,MVCO_304,0.529,0.684,NaN,4.288,4.456,NaN,0.796,0.736,NaN,1.657,1.709,NaN
2012-10-08 19:30:00,41.325,-70.565,0.0,MVCO_304,0.042,0.040,NaN,4.482,4.464,NaN,0.646,0.412,NaN,0.950,0.000,NaN
2012-11-06 16:13:00,41.325,-70.565,15.0,MVCO_305,0.838,0.968,NaN,4.589,5.002,NaN,0.374,0.426,NaN,1.532,1.532,NaN
2012-11-06 16:13:00,41.325,-70.565,10.0,MVCO_305,0.859,0.828,NaN,4.643,4.642,NaN,0.460,0.330,NaN,2.044,1.311,NaN
2012-11-06 16:13:00,41.325,-70.565,6.0,MVCO_305,0.820,0.831,NaN,4.685,5.124,NaN,0.436,0.429,NaN,1.171,1.273,NaN
2012-11-06 16:13:00,41.325,-70.565,2.0,MVCO_305,0.809,0.767,NaN,6.087,6.664,NaN,0.406,0.466,NaN,1.437,0.000,NaN
