"event_number","event_number_niskin","ship","cruise_ID","datetime","latitude","longitude","depth","replicate","nitrate_nitrite","ammonium","silicate","phosphate","iode_quality_flag_phosphate"
"MVCO_329","MVCO_329_01",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,15,"b",0,1.659,2.243,0.319,1
"MVCO_329","MVCO_329_02",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,10,"a",0,2.242,1.212,0.25,1
"MVCO_329","MVCO_329_02",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,10,"b",0,1.425,1.092,0.16,1
"MVCO_329","MVCO_329_03",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,6,"a",0,1.271,0.736,0.157,1
"MVCO_329","MVCO_329_03",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,6,"b",0,1.671,0.883,0.134,1
"MVCO_329","MVCO_329_04",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,2,"a",0,1.787,12.384,0.223,1
"MVCO_329","MVCO_329_04",NA,NA,2014-08-05 22:20:00,41.325,-70.5657,2,"b",0,2.086,12.278,0.255,1
"MVCO_330","MVCO_330_00",NA,NA,2014-08-26 18:50:00,41.325,-70.5657,0,"a",0,2.483,7.261,0.348,1
"MVCO_330","MVCO_330_00",NA,NA,2014-08-26 18:50:00,41.325,-70.5657,0,"b",0,1.553,6.769,0.178,1
"MVCO_331","MVCO_331_00",NA,NA,2014-09-04 20:30:00,41.325,-70.5657,0,"a",0,1.957,9.329,0.278,1
"MVCO_331","MVCO_331_00",NA,NA,2014-09-04 20:30:00,41.325,-70.5657,0,"b",0.163,2.372,9.025,0.28,1
"MVCO_332","MVCO_332_01",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,14,"a",0,1.623,0.471,0.236,1
"MVCO_332","MVCO_332_01",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,14,"b",0,2.054,0.377,0.276,1
"MVCO_332","MVCO_332_02",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,10,"a",0,1.076,0.378,0.228,1
"MVCO_332","MVCO_332_02",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,10,"b",0,1.398,0.741,0.245,1
"MVCO_332","MVCO_332_03",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,6,"a",0,1.511,0.768,0.225,1
"MVCO_332","MVCO_332_03",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,6,"b",0,1.066,0.677,0.216,1
"MVCO_332","MVCO_332_04",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,1.5,"a",0,1.68,0.522,0.225,1
"MVCO_332","MVCO_332_04",NA,NA,2014-09-16 17:20:00,41.325,-70.5657,1.5,"b",0,1.774,0.464,0.241,1
"MVCO_333","MVCO_333_00",NA,NA,2014-10-31 17:00:00,41.325,-70.5657,0,"a",2.879,3.122,15.245,0.429,1
"MVCO_333","MVCO_333_00",NA,NA,2014-10-31 17:00:00,41.325,-70.5657,0,"b",2.834,3.509,15.155,0.595,1
"MVCO_334","MVCO_334_00",NA,NA,2014-11-11 14:57:00,41.325,-70.5657,0,"a",2.459,2.264,2.935,0.409,1
"MVCO_334","MVCO_334_00",NA,NA,2014-11-11 14:57:00,41.325,-70.5657,0,"b",2.508,1.646,2.896,0.394,1
"MVCO_335","MVCO_335_01",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,13,"a",0.126,1.662,0.509,0.277,1
"MVCO_335","MVCO_335_01",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,13,"b",0.075,2.191,0.527,0.327,1
"MVCO_335","MVCO_335_02",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,10,"a",0.111,1.668,0.517,0.401,1
"MVCO_335","MVCO_335_02",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,10,"b",0.096,2.01,0.517,0.402,1
"MVCO_335","MVCO_335_03",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,6,"a",0.093,2.239,0.512,0.29,1
"MVCO_335","MVCO_335_03",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,6,"b",0.094,1.904,0.558,0.417,1
"MVCO_335","MVCO_335_04",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,1.5,"a",0.134,2.44,0.946,0.283,1
"MVCO_335","MVCO_335_04",NA,NA,2014-12-19 20:20:00,41.325,-70.5657,1.5,"b",0.174,2.886,0.528,0.417,1
"MVCO_336","MVCO_336_01",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,15,"a",0,2.937,0,0.249,1
"MVCO_336","MVCO_336_01",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,15,"b",0,1.411,0.367,0.226,1
"MVCO_336","MVCO_336_02",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,10,"a",0.061,1.877,0.533,0.229,1
"MVCO_336","MVCO_336_02",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,10,"b",0,2.306,0.311,0.162,1
"MVCO_336","MVCO_336_03",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,6,"a",0.142,2.91,0.39,0.225,1
"MVCO_336","MVCO_336_03",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,6,"b",0,3.136,0.504,0.213,1
"MVCO_336","MVCO_336_04",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,2,"a",0.068,3.449,0.542,0.185,1
"MVCO_336","MVCO_336_04",NA,NA,2015-03-10 14:45:00,41.325,-70.5657,2,"b",0.053,0.8,0.189,0.272,1
"MVCO_337","MVCO_337_01",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,15,"a",0,0.889,0.349,0.232,1
"MVCO_337","MVCO_337_01",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,15,"b",0.058,0.918,0.335,0.237,1
"MVCO_337","MVCO_337_02",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,10,"a",0,0.787,0.331,0.227,1
"MVCO_337","MVCO_337_02",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,10,"b",0.128,1.152,0.343,0.241,1
"MVCO_337","MVCO_337_03",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,6,"a",0,0.825,0.339,0.232,1
"MVCO_337","MVCO_337_03",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,6,"b",0,0.835,0.336,0.241,1
"MVCO_337","MVCO_337_04",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,2,"a",0,1.218,0.356,0.182,1
"MVCO_337","MVCO_337_04",NA,NA,2015-03-25 16:06:00,41.325,-70.5657,2,"b",0,1.148,0.416,0.181,1
"MVCO_338","MVCO_338_00",NA,NA,2015-04-02 17:00:00,41.325,-70.5657,0,"a",0.11,1.041,1.813,0.151,1
"MVCO_338","MVCO_338_00",NA,NA,2015-04-02 17:00:00,41.325,-70.5657,0,"b",0.112,1.019,1.777,0.191,1
"MVCO_339","MVCO_339_00",NA,NA,2015-04-27 19:10:00,41.325,-70.5657,0,"a",0,0.817,1.793,0.152,1
"MVCO_339","MVCO_339_00",NA,NA,2015-04-27 19:10:00,41.325,-70.5657,0,"b",0.063,0.87,2.086,0.161,1
"MVCO_340","MVCO_340_01",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,14,"a",0,0.75,1.81,0.228,1
"MVCO_340","MVCO_340_01",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,14,"b",0,0.796,2.059,0.226,1
"MVCO_340","MVCO_340_02",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,10,"a",0.045,0.851,1.935,0.187,1
"MVCO_340","MVCO_340_02",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,10,"b",0.048,0.931,1.798,0.272,1
"MVCO_340","MVCO_340_03",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,6,"a",0,0.783,1.789,0.272,1
"MVCO_340","MVCO_340_03",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,6,"b",0,0.785,2.09,0.179,1
"MVCO_340","MVCO_340_04",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,2,"a",0,0.558,1.884,0.207,1
"MVCO_340","MVCO_340_04",NA,NA,2015-05-19 14:15:00,41.325,-70.5657,2,"b",0,0.773,2.695,0.213,1
"MVCO_341","MVCO_341_01",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,13,"a",0,0.523,3.074,0.267,1
"MVCO_341","MVCO_341_01",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,13,"b",0,0.698,3.319,0.264,1
"MVCO_341","MVCO_341_02",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,10,"a",0,0.888,2.834,0.283,1
"MVCO_341","MVCO_341_02",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,10,"b",0.083,0.724,2.665,0.299,1
"MVCO_341","MVCO_341_03",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,6,"a",0.063,0.705,2.926,0.283,1
"MVCO_341","MVCO_341_03",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,6,"b",0.055,0.774,3.381,0.246,1
"MVCO_341","MVCO_341_04",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,2,"a",0,0.896,6.773,0.254,1
"MVCO_341","MVCO_341_04",NA,NA,2015-06-24 14:30:00,41.325,-70.5657,2,"b",0,0.773,6.684,0.352,1
"MVCO_342","MVCO_342_00",NA,NA,2015-07-13 16:50:00,41.325,-70.5657,0,"a",0.063,1.227,3.284,0.302,1
"MVCO_342","MVCO_342_00",NA,NA,2015-07-13 16:50:00,41.325,-70.5657,0,"b",0.042,1.178,3.336,0.313,1
"MVCO_343","MVCO_343_01",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,13,"a",0,0.695,3.324,0.376,1
"MVCO_343","MVCO_343_01",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,13,"b",0,0.873,2.58,0.349,1
"MVCO_343","MVCO_343_02",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,10,"a",0,1.121,2.646,0.358,1
"MVCO_343","MVCO_343_02",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,10,"b",0,0.657,2.894,0.37,1
"MVCO_343","MVCO_343_03",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,6,"a",0,0.137,1.717,0.241,1
"MVCO_343","MVCO_343_03",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,6,"b",0,0.266,1.66,0.239,1
"MVCO_343","MVCO_343_04",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,2,"a",0,0.265,1.275,0.284,1
"MVCO_343","MVCO_343_04",NA,NA,2015-07-23 19:00:00,41.325,-70.5657,2,"b",0.052,0.436,1.263,0.298,1
"MVCO_344","MVCO_344_04",NA,NA,2015-07-27 18:30:00,41.325,-70.5657,2,"a",0,0.398,1.241,0.276,1
"MVCO_345","MVCO_345_00",NA,NA,2015-07-28 20:00:00,41.325,-70.5657,0,"a",0,0.158,2.031,0.311,1
"MVCO_345","MVCO_345_00",NA,NA,2015-07-28 20:00:00,41.325,-70.5657,0,"b",0,0.267,1.964,0.363,1
"MVCO_346","MVCO_346_00",NA,NA,2015-07-29 20:00:00,41.325,-70.5657,0,"a",0.079,0.302,3.96,0.305,1
"MVCO_346","MVCO_346_00",NA,NA,2015-07-29 20:00:00,41.325,-70.5657,0,"b",0.063,0.298,4.043,0.317,1
"MVCO_347","MVCO_347_01",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,13,"a",0,0.272,0.555,0.406,1
"MVCO_347","MVCO_347_01",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,13,"b",0,0.301,0.574,0.362,1
"MVCO_347","MVCO_347_02",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,10,"a",0,0.283,0.567,0.413,1
"MVCO_347","MVCO_347_02",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,10,"b",0,0.24,0.564,0.333,1
"MVCO_347","MVCO_347_03",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,6,"a",0,0.235,0.537,0.336,1
"MVCO_347","MVCO_347_03",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,6,"b",0.463,0.441,1.58,0.433,1
"MVCO_347","MVCO_347_04",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,2,"a",0,0.676,1.055,0.406,1
"MVCO_347","MVCO_347_04",NA,NA,2015-08-20 18:00:00,41.325,-70.5657,2,"b",0,0.574,1.466,0.343,1
"MVCO_348","MVCO_348_01",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,13,"a",0.736,2.405,5.251,1.02,1
"MVCO_348","MVCO_348_01",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,13,"b",0.771,2.497,5.45,1.091,1
"MVCO_348","MVCO_348_02",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,10,"a",0,0.404,0.921,0.48,1
"MVCO_348","MVCO_348_02",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,10,"b",0,0.386,0.913,0.495,1
"MVCO_348","MVCO_348_03",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,6,"a",0,0.436,0.522,0.425,1
"MVCO_348","MVCO_348_03",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,6,"b",0,0.46,0.579,0.41,1
"MVCO_348","MVCO_348_04",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,2,"a",0,0.888,3.777,0.421,1
"MVCO_348","MVCO_348_04",NA,NA,2015-08-27 15:30:00,41.325,-70.5657,2,"b",0,0.911,4.124,0.43,1
"MVCO_349","MVCO_349_01",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,13,"a",0,0.515,0.875,0.488,1
"MVCO_349","MVCO_349_01",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,13,"b",0,0.534,0.893,0.504,1
"MVCO_349","MVCO_349_02",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,10,"a",0.041,0.477,1.258,0.447,1
"MVCO_349","MVCO_349_02",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,10,"b",0,0.5,1.189,0.451,1
"MVCO_349","MVCO_349_03",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,6,"a",0,0.444,0.574,0.399,1
"MVCO_349","MVCO_349_03",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,6,"b",0,0.441,0.578,0.391,1
"MVCO_349","MVCO_349_04",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,2,"a",0,0.712,5.997,0.382,1
"MVCO_349","MVCO_349_04",NA,NA,2015-09-03 20:00:00,41.325,-70.5657,2,"b",0,0.793,6.079,0.377,1
"MVCO_350","MVCO_350_00",NA,NA,2015-09-18 17:00:00,41.325,-70.5657,0,"a",0.396,0.876,6.43,0.403,1
"MVCO_350","MVCO_350_00",NA,NA,2015-09-18 17:00:00,41.325,-70.5657,0,"b",0.166,0.714,4.98,0.412,1
"MVCO_351","MVCO_351_00",NA,NA,2015-10-08 20:00:00,41.325,-70.5657,0,"a",1.595,2.59,6.157,0.654,1
"MVCO_351","MVCO_351_00",NA,NA,2015-10-08 20:00:00,41.325,-70.5657,0,"b",1.485,2.811,5.735,0.654,1
"MVCO_352","MVCO_352_01",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,13,"a",0.765,0.982,2.106,0.459,1
"MVCO_352","MVCO_352_01",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,13,"b",0.936,1.222,2.215,0.475,1
"MVCO_352","MVCO_352_02",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,10,"a",0.657,1.173,1.937,0.438,1
"MVCO_352","MVCO_352_02",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,10,"b",0.751,1.032,2.131,0.455,1
"MVCO_352","MVCO_352_03",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,6,"a",0.562,1.061,1.996,0.434,1
"MVCO_352","MVCO_352_03",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,6,"b",0.545,1.159,1.74,0.42,1
"MVCO_352","MVCO_352_04",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,2,"a",0.574,1.046,1.965,0.435,1
"MVCO_352","MVCO_352_04",NA,NA,2015-10-27 18:28:00,41.325,-70.5657,2,"b",0.508,1.139,1.931,0.466,1
"MVCO_353","MVCO_353_01",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,13,"a",1.059,1.625,2.127,0.572,1
"MVCO_353","MVCO_353_01",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,13,"b",1.112,1.604,2.153,0.508,1
"MVCO_353","MVCO_353_02",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,10,"a",1.043,1.717,2.174,0.516,1
"MVCO_353","MVCO_353_02",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,10,"b",1.045,1.795,2.49,0.49,1
"MVCO_353","MVCO_353_03",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,6,"a",0.962,1.561,2.18,0.505,1
"MVCO_353","MVCO_353_03",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,6,"b",0.952,1.805,2.156,0.488,1
"MVCO_353","MVCO_353_04",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,2,"a",0.9,2.511,3.553,0.506,1
"MVCO_353","MVCO_353_04",NA,NA,2015-11-18 19:50:00,41.325,-70.5657,2,"b",0.875,2.559,3.593,0.497,1
"MVCO_354","MVCO_354_00",NA,NA,2015-12-14 16:00:00,41.325,-70.5657,0,"a",0,1.235,0.646,0.455,1
"MVCO_354","MVCO_354_00",NA,NA,2015-12-14 16:00:00,41.325,-70.5657,0,"b",0,1.321,0.614,0.509,1
"MVCO_355","MVCO_355_01",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,13,"a",0,1.052,0.172,0.361,1
"MVCO_355","MVCO_355_01",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,13,"b",0,0.659,0.171,0.413,1
"MVCO_355","MVCO_355_02",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,10,"a",0,0.779,0.13,0.426,1
"MVCO_355","MVCO_355_02",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,10,"b",0,0.801,0.08,0.395,1
"MVCO_355","MVCO_355_03",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,6,"a",0,0.717,0.109,0.413,1
"MVCO_355","MVCO_355_03",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,6,"b",0,0.678,0.055,0.311,1
"MVCO_355","MVCO_355_04",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,2,"a",0,0.718,0,0.395,1
"MVCO_355","MVCO_355_04",NA,NA,2016-01-29 16:27:00,41.325,-70.5657,2,"b",0,0.659,0,0.382,1
"MVCO_356","MVCO_356_00",NA,NA,2016-03-04 14:30:00,41.325,-70.5657,0,"a",0,0.984,1.123,0.254,1
"MVCO_356","MVCO_356_00",NA,NA,2016-03-04 14:30:00,41.325,-70.5657,0,"b",0,0.97,1.121,0.228,1
"MVCO_357","MVCO_357_01",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,13,"a",0,0.698,0,0.255,1
"MVCO_357","MVCO_357_01",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,13,"b",0,0.704,0,0.283,1
"MVCO_357","MVCO_357_02",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,10,"a",0,0.703,0,0.255,1
"MVCO_357","MVCO_357_02",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,10,"b",0,0.685,0,0.243,1
"MVCO_357","MVCO_357_03",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,6,"a",0,0.743,0,0.237,1
"MVCO_357","MVCO_357_03",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,6,"b",0,0.718,0,0.219,1
"MVCO_357","MVCO_357_04",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,2,"a",0,0.766,0,0.227,1
"MVCO_357","MVCO_357_04",NA,NA,2016-03-17 15:45:00,41.325,-70.5657,2,"b",0,0.706,0,0.229,1
"MVCO_358","MVCO_358_00",NA,NA,2016-03-30 15:00:00,41.325,-70.5657,0,"a",0,1.024,1.636,0.204,1
"MVCO_358","MVCO_358_00",NA,NA,2016-03-30 15:00:00,41.325,-70.5657,0,"b",0,0.977,1.66,0.229,1
"MVCO_359","MVCO_359_01",NA,NA,2016-04-19 20:45:00,41.325,-70.5657,13,"a",0,0.803,0,0.219,1
"MVCO_359","MVCO_359_01",NA,NA,2016-04-19 20:45:00,41.325,-70.5657,13,"b",0,0.852,0,0.224,1
"MVCO_359","MVCO_359_02",NA,NA,2016-04-19 20:45:00,41.325,-70.5657,10,"a",0,0.976,0.035,0.23,1
"MVCO_359","MVCO_359_02",NA,NA,2016-04-19 20:45:00,41.325,-70.5657,10,"b",0,0.888,0,0.234,1
"MVCO_359","MVCO_359_03",NA,NA,2016-04-19 20:45:00,41.325,-70.5657,6,"a",0,0.979,0,0.23,1
"MVCO_359","MVCO_359_03",NA,NA,2016-04-19 20:45:00,41.325,-70.5657,6,"b",0,0.731,0,0.236,1
"MVCO_360","MVCO_360_01",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,13,"a",0,0.972,0,0.286,1
"MVCO_360","MVCO_360_01",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,13,"b",0,0.746,0,0.29,1
"MVCO_360","MVCO_360_02",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,10,"a",0,0.805,0,0.301,1
"MVCO_360","MVCO_360_02",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,10,"b",0,0.807,0,0.299,1
"MVCO_360","MVCO_360_03",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,6,"a",0,0.786,0,0.287,1
"MVCO_360","MVCO_360_03",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,6,"b",0,0.762,0,0.277,1
"MVCO_360","MVCO_360_04",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,2,"a",0,0.669,0,0.276,1
"MVCO_360","MVCO_360_04",NA,NA,2016-05-26 15:45:00,41.325,-70.5657,2,"b",0,0.832,0,0.277,1
"MVCO_361","MVCO_361_01",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,13,"a",0,0.851,1.071,0.312,1
"MVCO_361","MVCO_361_01",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,13,"b",0,0.862,1.065,0.337,1
"MVCO_361","MVCO_361_02",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,10,"a",0,0.909,0.952,0.32,1
"MVCO_361","MVCO_361_02",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,10,"b",0,0.632,0.879,0.33,1
"MVCO_361","MVCO_361_03",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,6,"a",0,0.646,0.338,0.318,1
"MVCO_361","MVCO_361_03",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,6,"b",0,0.725,0.339,0.318,1
"MVCO_361","MVCO_361_04",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,2,"a",0,0.704,0,0.305,1
"MVCO_361","MVCO_361_04",NA,NA,2016-06-10 18:55:00,41.325,-70.5657,2,"b",0,0.66,0,0.295,1
"MVCO_362","MVCO_362_01",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,13,"a",0,0.662,0.771,0.322,1
"MVCO_362","MVCO_362_01",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,13,"b",0,0.724,0.771,0.333,1
"MVCO_362","MVCO_362_02",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,10,"a",0,0.565,0.62,0.307,1
"MVCO_362","MVCO_362_02",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,10,"b",0,0.66,0.61,0.302,1
"MVCO_362","MVCO_362_03",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,6,"a",0,0.807,0.313,0.276,1
"MVCO_362","MVCO_362_03",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,6,"b",0,0.591,0.436,0.272,1
"MVCO_362","MVCO_362_04",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,2,"a",0,0.505,0.343,0.271,1
"MVCO_362","MVCO_362_04",NA,NA,2016-06-15 17:45:00,41.325,-70.5657,2,"b",0,0.595,0.298,0.279,1
"MVCO_363A","MVCO_363A_00",NA,NA,2016-06-28 16:30:00,41.325,-70.5657,0,"a",0,0.73,2.065,0.309,1
"MVCO_363A","MVCO_363A_00",NA,NA,2016-06-28 16:30:00,41.325,-70.5657,0,"b",0,0.724,2.314,0.293,1
"MVCO_363B","MVCO_363B_00",NA,NA,2016-07-14 19:00:00,41.325,-70.5657,0,"a",0,0.909,2.073,0.365,1
"MVCO_363B","MVCO_363B_00",NA,NA,2016-07-14 19:00:00,41.325,-70.5657,0,"b",0,1.043,1.936,0.368,1
"MVCO_364","MVCO_364_00",NA,NA,2016-07-27 21:15:00,41.325,-70.5657,0,"a",0,0.872,1.647,0.403,1
"MVCO_364","MVCO_364_00",NA,NA,2016-07-27 21:15:00,41.325,-70.5657,0,"b",0,0.891,1.759,0.403,1
"MVCO_365","MVCO_365_00",NA,NA,2016-07-28 20:15:00,41.325,-70.5657,0,"a",0,1.036,2.63,0.366,1
"MVCO_365","MVCO_365_00",NA,NA,2016-07-28 20:15:00,41.325,-70.5657,0,"b",0,0.886,2.438,0.36,1
"MVCO_366","MVCO_366_01",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,13,"a",0,0.753,1.016,0.459,1
"MVCO_366","MVCO_366_01",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,13,"b",0,0.801,1.011,0.463,1
"MVCO_366","MVCO_366_02",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,10,"a",0,0.809,0.579,0.428,1
"MVCO_366","MVCO_366_02",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,10,"b",0,0.834,0.6,0.427,1
"MVCO_366","MVCO_366_03",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,6,"a",0,0.809,0.496,0.425,1
"MVCO_366","MVCO_366_03",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,6,"b",0,0.836,0.491,0.425,1
"MVCO_366","MVCO_366_04",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,2,"a",0,0.591,0.064,0.41,1
"MVCO_366","MVCO_366_04",NA,NA,2016-08-09 18:00:00,41.325,-70.5657,2,"b",0,0.667,0.091,0.401,1
"MVCO_367","MVCO_367_01",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,13,"a",0.263,2.501,9.014,0.995,1
"MVCO_367","MVCO_367_01",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,13,"b",0.233,2.55,9.074,1.004,1
"MVCO_367","MVCO_367_02",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,10,"a",0,0.929,2.796,0.567,1
"MVCO_367","MVCO_367_02",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,10,"b",0,1.01,2.796,0.606,1
"MVCO_367","MVCO_367_03",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,6,"a",0,0.734,0.902,0.463,1
"MVCO_367","MVCO_367_03",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,6,"b",0,0.709,0.913,0.459,1
"MVCO_367","MVCO_367_04",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,2,"a",0,0.728,0.476,0.421,1
"MVCO_367","MVCO_367_04",NA,NA,2016-08-19 15:30:00,41.325,-70.5657,2,"b",0,0.742,0.546,0.42,1
"MVCO_368","MVCO_368_01",NA,NA,2016-08-24 16:15:00,41.325,-70.5657,13,"a",0,1.369,2.533,0.436,1
"MVCO_368","MVCO_368_01",NA,NA,2016-08-24 16:15:00,41.325,-70.5657,13,"b",0,1.351,2.64,0.438,1
"MVCO_368","MVCO_368_02",NA,NA,2016-08-24 16:15:00,41.325,-70.5657,10,"a",0,1.249,1.067,0.469,1
"MVCO_368","MVCO_368_02",NA,NA,2016-08-24 16:15:00,41.325,-70.5657,10,"b",0,1.268,1.102,0.479,1
